State,County,Date,Raw Description,Information type,Mitigation type,Note,UserID,Source
Iowa,,3/30/2020,Reynolds also said today that the state will be getting this week at least 15 mobile testing units that can deliver results on COVID-19 tests within minutes.,other,new public service,,KS59,https://iowastartingline.com/iowa-covid-19-timeline/
Iowa,Polk,3/31/2020,The Polk County Health Department will change hours and services. We will NO longer be open until 7:00 PM on Tuesdays. Our hours will be Monday – Friday from 8:00 AM – 5:00 PM. Sexually Transmitted Diseases (STDs) testing by appointment only. We will no longer be doing express/walk in STD testing or urine drug screens.,government,public service reduction,,mm09,https://www.polkcountyiowa.gov/?page=1
Iowa,Polk,4/1/2020,"The large majority of Polk County services can be done online or by phone so please visit www.polkcountyiowa.gov to learn more. For the limited services that will be provided at Polk County locations all visitors will be screened for symptoms or possible exposure prior to entering the building (NOTE: this is not a COVID-19 diagnostic test, it is a non-invasive temperature check and health questionnaire). All visitors who can otherwise conduct their business online will not be allowed in the building.",government,public service reduction,,mm09,https://www.polkcountyiowa.gov/?page=1
Iowa,,4/1/2020,"Gov. Reynolds has encouraged social distancing and minimal public activity since the coronavirus took hold in Iowa, at today’s press conference her typical guidance to “stay home when you’re sick” became “essential errands only. Go out as little as possible, make sure that you’re going for groceries or medical — limit trips out and do them one at a time.”",other,stay at home,,KS59,https://iowastartingline.com/iowa-covid-19-timeline/
Iowa,,4/2/2020,"Today, Gov. Reynolds signed a new proclamation continuing the State Public Health Emergency Declaration. The proclamation orders the closure of schools, waiving time requirements as long as school districts put in place a continuous learning plan until April 30th. The proclamation also extends closures and limits placed on bars and restaurants previously identified retail stores, prohibits social gatherings of more than ten people, and continues to ban nonessential and elective surgeries until April 30th. And it extends and expands the previously granted regulatory relief and other measures until April 30th. Violating any of Governor Reynolds’ public health orders is a simple misdemeanor.",government,state of emergency,,mm09,https://governor.iowa.gov/press-release/gov-reynolds-signs-new-proclamation-continuing-state-public-health-emergency-2
Iowa,,4/2/2020,The recommendation to close K-12 schools also extends through April 30,other,school closing,extended to the end of April,KS59,https://iowastartingline.com/iowa-covid-19-timeline/
Iowa,Linn,4/6/2020,"To protect the health and safety of Linn County employees and the public, Linn County is extending the closure of most County facilities to the general public through April 30, 2020.",government,public service reduction,,mm09,https://www.linncounty.org/CivicAlerts.aspx
Iowa,,4/6/2020,"Reynolds broadened her order to close non-essential businesses to include: malls, social/fraternal clubs, bingo halls, bowling alleys, pool halls, arcades, amusement parks, libraries, museums, zoos, skating rinks/parks, outdoor/indoor playgrounds, tobacco/vaping stores, racetracks, toy/gaming/music/instrument/movie stores and campgrounds.",other,non-essential closing,broadened,KS59,https://iowastartingline.com/iowa-covid-19-timeline/
Iowa,Polk,4/7/2020,"he Polk County Medical Coordination Center encourages the public to follow the Centers for Disease Control and Prevention’s (CDC) guidance on wearing homemade face cloths in public settings such as the grocery store or pharmacy, where social distancing of 6 feet is difficult to maintain. The use of simple cloth face coverings reduces the spread of the virus and helps people who may have the virus and do not know it from transmitting it to others. Individuals need to continue to keep 6 feet between yourself and others when in public locations. The cloth face cover is not a substitute for social distancing.",government,wear masks,,mm09,https://www.polkcountyiowa.gov/?page=1
Iowa,Johnson,4/8/2020,"The Iowa City Farmers Market is postponing its opening until Saturday, June 6, 2020. The decision is based on information provided by the CDC regarding limiting social gatherings to no more than 10 people.",government,public service reduction,,mm09,https://www.icgov.org/news
Iowa,Johnson,4/10/2020,"the City is asking transit riders to please wear a cloth mask when riding a bus. Wearing a cloth mask while riding transit will help keep both the drivers and riders safe, and limit the spread of COVID-19. City bus drivers also have access to, and and wear, masks",government,wear masks,,mm09,https://www.icgov.org/news
Iowa,,4/10/2020,"the Iowa Department of Public Health issued a PPE (personal protective equipment) shortage order, requiring health care providers to reuse face masks, use washable gowns, minimize contact with patients, cancel all non-essential appointments and procedures and utilize telemedicine “whenever possible.”",other,other,personal protective equipment shortage,KS59,https://iowastartingline.com/iowa-covid-19-timeline/
Iowa,,4/11/2020,Kim Reynolds announces new food assistance taskforce,other,new public service,food bank,KS59,https://www.iowastatedaily.com/news/iowa-governor-kim-reynolds-lieutenant-adam-gregg-coronavirus-covid-19-pandemic-epidemic-food-bank-pantry/article_39b2b5ee-7b44-11ea-be8d-ebebbc15c509.html
Iowa,,4/16/2020,Released an updated dashboard about demographic information and Iowa's epidemiological curve regarding COVID-19,government,new public service,COVID-19 dashboard,KS59,https://www.nga.org/coronavirus/
Kansas,,3/11/2020,Edgerton announced that all Parks and Recreation events have canceled through the end of April as well as the Low-Cost Animal Vaccine Clinic.,government,movement restriction,,LH16,https://www.livescience.com/kansas-coronavirus.html
Kansas,,3/11/2020,"The Johnson County Library said all library-sponsored programs and events are canceled, and library volunteers are asked not to report for duty.",government,movement restriction,,LH16,https://www.livescience.com/kansas-coronavirus.html
Kansas,,3/11/2020,Metropolitan Community College said it would be closed from Thursday,government,school closing,,LH16,https://www.livescience.com/kansas-coronavirus.html
Kansas,,3/11/2020,The Lawrence/Douglas County Department of Public Health says it has canceled the city's St. Patrick's Day parade.,other,events cancelled,,LH16,https://www.livescience.com/kansas-coronavirus.html
Kansas,,3/12/2020,The Governor declared a state of emergency.,government,state of emergency,,LH16,https://www.nga.org/coronavirus/
Kansas,,3/15/2020,The executive orders ban gatherings of over 50 people and suspend utility disconnects until April 15.,government,school closing,,LH16,https://www.livescience.com/kansas-coronavirus.html
Kansas,,3/16/2020,"Park University said all classes will move online beginning Monday, March 16.",government,school closing,,LH16,https://www.livescience.com/kansas-coronavirus.html
Kansas,,3/16/2020,The University of Missouri - Kansas City announced Thursday afternoon plans to switch to online-learning,government,school closing,,LH16,https://www.livescience.com/kansas-coronavirus.html
Kansas,,3/17/2020,Gov. Laura Kelly announces executive orders to encourage social distancing (No more than 50 people should gather),government,movement restriction,,LH16,https://www.livescience.com/kansas-coronavirus.html
Kansas,,3/17/2020,All University of Kansas classes are moving online for the rest of the semester and there will be a limited on-campus presence.,government,school closing,,LH16,https://www.livescience.com/kansas-coronavirus.html
Kansas,,3/17/2020,extending states of local disaster emergency relating to COVID-19,government,state of emergency,,CE75,https://governor.kansas.gov/newsroom/executive-orders/
Kansas,Topeka,3/18/2020,City of Topeka closes public building including Topeka Zoo,government,state of emergency,,HD09,https://data.topeka.org/pages/covid19information
Kansas,,3/18/2020,temporarily prohibiting evictions and foreclosures,government,other,,CE75,https://governor.kansas.gov/newsroom/executive-orders/
Kansas,,3/20/2020,reorganizing the Kansas Early Childhood Advisory Council,government,school closing,,CE75,https://governor.kansas.gov/newsroom/executive-orders/
Kansas,,3/22/2020,temporarily expanding telemedicine and addressing certain licensing requirements to combat the effects of COVID-19,government,new public services,,CE75,https://governor.kansas.gov/newsroom/executive-orders/
Kansas,,3/22/2020,conditional and temporary relief from certain motor carrier rules and regulations in response to the COVID-19 pandemic,government,other,,CE75,https://governor.kansas.gov/newsroom/executive-orders/
Kansas,,3/23/2020,Gov. Laura Kelly announced that she will be issuing an executive order that limits gatherings to a maximum of 10 people during a press conference,government,movement restriction,,LH16,https://www.livescience.com/kansas-coronavirus.html
Kansas,Douglas,3/24/2020,County of Douglas announced Shelter in place,government,stay at home,,HD09,https://www.kwch.com/content/news/About-a-third-of-Kansas-population-told-to-stay-home-569029151.html
Kansas,,3/24/2020,rescinding E.O. 20-06 and temporarily prohibiting certain foreclosures and evictions,government,other,,CE75,https://governor.kansas.gov/newsroom/executive-orders/
Kansas,,3/24/2020,temporarily requiring continuation of waste removal and recycling services,government,new public services,,CE75,https://governor.kansas.gov/newsroom/executive-orders/
Kansas,,3/24/2020,drivers' license and vehicle registration and regulation during public health emergency,government,other,,CE75,https://governor.kansas.gov/newsroom/executive-orders/
Kansas,,3/24/2020,allowing certain deferred tax deadlines and payments during the COVID-19 pandemic,government,public service reduction,,CE75,https://governor.kansas.gov/newsroom/executive-orders/
Kansas,,3/24/2020,temporarily prohibiting mass gatherings of 10 or more people to limit the spread of COVID-19 and rescinding Executive Order 20-04,government,movement restriction,,CE75,https://governor.kansas.gov/newsroom/executive-orders/
Kansas,,3/24/2020,establishing the Kansas Essential Function Framework for COVID-19 response efforts,government,other,,CE75,https://governor.kansas.gov/newsroom/executive-orders/
Kansas,Topeka,3/25/2020,City of Topeka doesn't allow the public into chamber meeting,government,public service reduction,,HD09,https://data.topeka.org/pages/covid19information
Kansas,,3/25/2020,The Centers for Medicare & Medicaid Services (CMS) approved Kansas’ request for a Section 1135 Medicaid waiver.,government,other,,LH16,https://www.nga.org/coronavirus/
Kansas,Topeka,3/26/2020,"A Safer at Home Order has been issued for Topeka and Shawnee County. Beginning Thursday, March 26 at 12:01 a.m., residents will be directed to stay at home to help limit the spread of COVID-19. This order is in effect until April 26, 2020.",government,stay at home,,CE75,https://governor.kansas.gov/newsroom/executive-orders/
Kansas,Sedgwick,3/27/2020,Kansas extends driver license renewal deadline,government,other,,HD09,https://www.wichita.gov/COVID19Docs/License%20and%20Tag%20Renewal%20Extension%20Release%203.26.20.pdf
Kansas,,3/28/2020,"Governor Laura Kelly issued a statewide stay home order, stating that all residents should stay home unless performing essential activities, such as obtaining food or seeking medical care. The order went into effect at 12:01 a.m.",government,stay at home,,LH16,https://www.livescience.com/kansas-coronavirus.html
Kansas,Sedgwick,3/30/2020,First death in Sedgewick County Kansas,government,other,,HD09,https://www.wichita.gov/COVID19Docs/Release%20-%20Confirms%20First%20Death%203.30.20.pdf
Kansas,,3/30/2020,"all students will start online learning, with the campus remaining closed.",government,school closing,,LH16,https://www.livescience.com/kansas-coronavirus.html
Kansas,,3/31/2020,temporarily relief from certain unemployment insurance requirements in response to the COVID-19 pandemic,government,new public services,,CE75,https://governor.kansas.gov/newsroom/executive-orders/
Kansas,,4/6/2020,Kansas Department of Health and Environment added Connecticut to self quarantine list,government,movement restriction,,HD09,https://khap2.kdhe.state.ks.us/NewsRelease/PDFs/4-6-20%20travel.pdf
Kansas,,4/6/2020,Kansas Department of Health and Environment added Louisiana and Colorado to self quarantine list,government,movement restriction,,HD09,https://khap2.kdhe.state.ks.us/NewsRelease/PDFs/4-6-20%20travel.pdf
